"Review #","Brand","Variety","Style","Country","Stars","Top_Ten_Y/N","Top_Ten_Year","Top_Ten_Rank","Top Ten","Continent","Meat_Type","Spicy","Noodle_Type"
1956,"Maruchan","Spicy Tomato Salsa Ramen","Cup","Japan",0,"N",NA,NA,NA,"Asia",NA,"Yes","Ramyeon"
1955,"Nissin","Raoh Ramen Noodle Soup Umami Soy Sauce Flavor","Pack","United States",4.75,"N",NA,NA,NA,"North America",NA,"No","Ramyeon"
1954,"Koh Thai","Island Of Flavours Spicy Thai Chicken Instant Noodles Soup","Pack","Netherlands",2,"N",NA,NA,NA,"Europe","Chicken","Yes","Noodle"
1953,"Prima Taste","Singapore Fish Soup La Mian","Pack","Singapore",5,"N",NA,NA,NA,"Asia","Seafood","No","Mi"
1952,"Ve Wong","Kung-Fu Brand Instant Oriental Noodle Soup Artificial Beef Flavor","Pack","Taiwan",3.75,"N",NA,NA,NA,"Asia","Beef","No","Noodle"
1951,"Nissin","Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor [New Package]","Cup","United States",4.25,"N",NA,NA,NA,"North America","Chicken","No","Ramyeon"
1950,"Fujiwara","Red King Crab Flavour Ramen","Pack","Japan",4,"N",NA,NA,NA,"Asia","Seafood","No","Ramyeon"
1949,"Bamee","Oriental Style Instant Noodles Shrimp Flavour (Tom Yum)","Pack","Thailand",3.5,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
1948,"Sichuan Baijia","Artificial Pickled Cabbage Fish Flavor Instant Vermicelli","Pack","China",1.5,"N",NA,NA,NA,"Asia","Seafood","No",NA
1946,"Nissin","Raoh Shio Ramen","Pack","Japan",4.75,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1945,"MAMA","Oriental Style Instant Noodles Masala Flavour","Pack","Bangladesh",3.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1944,"Wei Lih","GGE Noodle Snack Wheat Crackers Hot Spicy","Pack","Taiwan",5,"N",NA,NA,NA,"Asia",NA,"Yes","Noodle"
1943,"New Touch","Sugomen Niigata Seabura Shoyu Ramen","Bowl","Japan",5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1942,"Ibumie","Always Mi Goreng Perisa Sambal Udang","Pack","Malaysia",3.5,"N",NA,NA,NA,"Asia",NA,"Yes","Mi"
1941,"Unox","Good Noodles Tandoori","Pack","Netherlands",2.5,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
1940,"Nissin","Cup Noodle Pasta Style Bolognese","Cup","Japan",5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1939,"MAMA","Instant Noodles Shrimp Creamy Tom Yum Flavour","Pack","Myanmar",5,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
1938,"Nissin","Donbei Kamodashi Soba","Bowl","Japan",5,"N",NA,NA,NA,"Asia",NA,"No","Soba"
1937,"MAMA","Chicken Soup Flavour Cup Noodles","Cup","Myanmar",3.75,"N",NA,NA,NA,"Asia","Chicken","No","Noodle"
1936,"Fortune","Rice Noodle Coconut Curry","Pack","United States",1,"N",NA,NA,NA,"North America",NA,"No","Rice Noodle"
1935,"Love Cook","Guanmiao Dried Noodles With Oleum Sesami","Pack","Taiwan",3.75,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1934,"Love Cook","Guanmiao Dried Noodles With Spicy Sauce","Pack","Taiwan",5,"N",NA,NA,NA,"Asia",NA,"Yes","Noodle"
1933,"Love Cook","Guanmiao Dried Noodles With Authentic Sauce","Pack","Taiwan",4.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1932,"Love Cook","Guanmiao Dried Noodles With Shallot Flavor","Pack","Taiwan",3.75,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1931,"Bonasia","Instant Noodles chicken Flavour","Pack","Hungary",3.75,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
1930,"Koh Thai","Island Of Flavours Lemongrass Instant Noodles Soup","Pack","Netherlands",0.25,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
1929,"MAMA","Instant Noodles Minced Pork Flavour","Pack","Cambodia",3.5,"N",NA,NA,NA,"Asia","Pork","No","Mi"
1928,"Bamee","Instant Noodles Oriental Style Chicken Flavour","Pack","Thailand",3,"N",NA,NA,NA,"Asia","Chicken","No","Noodle"
1927,"Marutai","Kogashi Megiiri Tonkotsu Kagoshima Ramen","Bowl","Japan",3.5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1926,"Nissin","Bowl Noodles Hot & Spicy Chicken Flavor Less Sodium Ramen Noodle Soup","Bowl","United States",4,"N",NA,NA,NA,"North America","Chicken","Yes","Ramyeon"
1924,"Sichuan Baijia","Broad Noodle Artificial Beef Flavor","Pack","China",3.5,"N",NA,NA,NA,"Asia","Beef","No","Noodle"
1923,"Conimex","Oriental Noodles Teriyaki","Cup","Netherlands",0.5,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
1922,"Mie Sedaap","Instant Cup Mi Kuah Rasa Baso Spesial","Cup","Indonesia",1.5,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1921,"Nissin","Cup Noodles Ramen Noodle Soup Chicken Flavor [New Package]","Cup","United States",3.5,"N",NA,NA,NA,"North America","Chicken","No","Ramyeon"
1920,"Itsuki","Ramen Tonkotudou Kumamoto Noodles","Pack","Japan",0.75,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1919,"Maruchan","Shiroi Chikara Mochi Udon","Bowl","Japan",4.5,"N",NA,NA,NA,"Asia",NA,"No","Udon"
1918,"iMee","Instant Noodles chicken Flavour","Pack","Netherlands",3.5,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
1917,"IbuRamen","Mi Goreng Bento Noodles In A Box Hot Sweet & Sour Flavor","Tray","United States",0.25,"N",NA,NA,NA,"North America",NA,"Yes","Mi"
1916,"Nissin","Soba Fried Noodles Teriyaki","Pack","Germany",3,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
1915,"Itsuki","Yuzu Sesame Sauce Udon","Bowl","Japan",4.5,"N",NA,NA,NA,"Asia",NA,"No","Udon"
1914,"Prima","Juzz's Mee Curry Flavour","Pack","Singapore",5,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1913,"Thai Smile","Mushroom Rice Noodle Soup Bowl","Bowl","United States",0,"N",NA,NA,NA,"North America",NA,"No","Rice Noodle"
1912,"MAMA","Instant Noodles Chicken Sichek Flavour","Pack","Myanmar",3.75,"N",NA,NA,NA,"Asia","Chicken","No","Noodle"
1911,"Nissin","Emergency Chikin Ramen Cup Noodle","Cup","Japan",5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1910,"Nissin","Chow Mein Pad Thai","Tray","United States",3,"N",NA,NA,NA,"North America",NA,"No",NA
1909,"Asia Gold","Instant Noodles With Chicken Flavouring","Pack","Hungary",3.5,"N",NA,NA,NA,"Europe","Chicken","No","Noodle"
1908,"Nissin","Kuroma-yu Tonkotsu Kumamoto Ramen","Bowl","Japan",4.75,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1906,"Vifon","Chicken Flavour Asian Style Instant Noodles","Pack","Vietnam",3.5,"N",NA,NA,NA,"Asia","Chicken","No","Noodle"
1905,"Pirkka","Nuudeli Kana Nudlar Kyckling","Pack","Finland",3.5,"N",NA,NA,NA,"Europe",NA,"No",NA
1904,"Bonasia","Instant Noodles Duck Flavour","Pack","Hungary",3,"N",NA,NA,NA,"Europe","Duck","No","Noodle"
1903,"Higashimaru","Tonkotsu Ramen","Pack","Japan",4.5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1902,"MAMA","Seafood Tom Yum Sichek Flavour","Pack","Myanmar",5,"N",NA,NA,NA,"Asia","Seafood","No",NA
1901,"Prima","Juzz's Mee Original Spicy Flavour","Pack","Singapore",5,"N",NA,NA,NA,"Asia",NA,"Yes","Mi"
1900,"Ibumie","Always Mi Goreng Perisa Kari Kapitan","Pack","Malaysia",5,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1899,"Koh Thai","Island Of Flavours Thai Royal Shrimp Instant Noodles","Pack","Netherlands",1.5,"N",NA,NA,NA,"Europe","Seafood","No","Noodle"
1898,"Master Kong","Spicy Fish Noodle","Bowl","China",3,"N",NA,NA,NA,"Asia","Seafood","Yes","Noodle"
1897,"Nissin","Cup Noodle Massaman Curry","Cup","Japan",3.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1896,"Asia Gold","Instant Noodles Duck Flavour","Pack","Hungary",3.5,"N",NA,NA,NA,"Europe","Duck","No","Noodle"
1895,"Maruchan","Seimen Houjyun Koku Shoyu","Bowl","Japan",5,"N",NA,NA,NA,"Asia",NA,"No",NA
1894,"MAMA","Rangers Snack Noodles BBQ Flavour","Pack","Myanmar",2.75,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1893,"Nissin","Cup Noodle Sio","Cup","Japan",5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1892,"Ottogi","Cheese Ramen","Pack","South Korea",4,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1891,"Nissin","Cup Noodles Homestyle Chicken","Cup","United States",3.5,"N",NA,NA,NA,"North America","Chicken","No","Noodle"
1890,"Kuriki","Beef Tongue Shio Mayo Ramen","Pack","Japan",4.5,"N",NA,NA,NA,"Asia","Beef","No","Ramyeon"
1889,"MAMA","Rangers Snack Noodles Sour Cream Flavour","Pack","Myanmar",2.75,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1888,"Nissin","Cup Noodles Kyushu White Flavour","Cup","Singapore",3.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1887,"Myojo","Mee Poh Dry","Pack","Singapore",4.25,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1886,"Myojo","Chicken Abalone Flavour","Bowl","Singapore",3.75,"N",NA,NA,NA,"Asia","Chicken","No",NA
1885,"Myojo","Ramen Char Mee 100","Pack","Singapore",3,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1884,"Myojo","La Ramen Spicy Mushroom Flavour Big Bowl","Bowl","Singapore",4.5,"N",NA,NA,NA,"Asia",NA,"Yes","Ramyeon"
1883,"Myojo","Mee Goreng","Pack","Singapore",4,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1882,"Myojo","La Ramen Spicy Lobster Hot Pot Flavour Big Bowl","Bowl","Singapore",4.75,"N",NA,NA,NA,"Asia",NA,"Yes","Ramyeon"
1881,"Myojo","Chicken Abalone Flavour","Pack","Singapore",3.5,"N",NA,NA,NA,"Asia","Chicken","No",NA
1880,"Myojo","Thai Tom Yam Flavour","Bowl","Singapore",3.75,"N",NA,NA,NA,"Asia",NA,"No",NA
1879,"Myojo","Chicken Tanmen Flavour","Pack","Singapore",3.5,"N",NA,NA,NA,"Asia","Chicken","No",NA
1878,"Myojo","Extra Spicy Singapore Curry Big Bowl","Bowl","Singapore",5,"N",NA,NA,NA,"Asia",NA,"Yes",NA
1877,"Myojo","La Ramen Spicy Mushroom Flavour","Pack","Singapore",4.5,"N",NA,NA,NA,"Asia",NA,"Yes","Ramyeon"
1876,"Myojo","Chicken Flavour","Pack","Singapore",3.75,"N",NA,NA,NA,"Asia","Chicken","No",NA
1875,"Sapporo Ichiban","Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth","Pack","United States",5,"N",NA,NA,NA,"North America","Chicken","No","Ramyeon"
1874,"Ibumie","Always Mi Goreng Perisa Thai Tom Yam","Pack","Malaysia",2.5,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1873,"Vedan","Wei Wei A Instant Noodles Chicken Flavor","Bowl","Taiwan",0,"N",NA,NA,NA,"Asia","Chicken","No","Noodle"
1872,"Itsuki","Hakata Ossyoi","Pack","Japan",5,"N",NA,NA,NA,"Asia",NA,"No",NA
1871,"Nissin","Cup Noodles Minced Pork Flavour","Cup","Thailand",3.75,"N",NA,NA,NA,"Asia","Pork","No","Mi"
1870,"Asia Gold","Instant Noodles With Beef Flavouring","Pack","Hungary",2.75,"N",NA,NA,NA,"Europe","Beef","No","Noodle"
1869,"Nissin","Soba Fried Noodles Chili","Pack","Germany",3.5,"N",NA,NA,NA,"Europe",NA,"Yes","Noodle"
1868,"Marutai","Kuroma-yu Tonkotsu Kumamoto Ramen","Bowl","Japan",4,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1867,"Yum Yum","Premier Bowl Instant Noodles Stewed Pork Flavour","Bowl","Thailand",4,"N",NA,NA,NA,"Asia","Pork","No","Noodle"
1866,"MyKuali","Penang Spicy Prawn Soup Noodle","Pack","Malaysia",5,"N",NA,NA,NA,"Asia","Seafood","Yes","Noodle"
1865,"Mama","Shrimp Tom Yum Flavour Cup Noodles","Cup","Myanmar",3.5,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
1864,"Nissin","Raoh Ramen Noodle Soup Umami Tonkotsu Flavor","Pack","United States",5,"N",NA,NA,NA,"North America",NA,"No","Ramyeon"
1863,"Baijia","Broad Noodle Pickled Vegetable Artificial Beef Flavor","Pack","China",0,"N",NA,NA,NA,"Asia","Beef","No","Noodle"
1862,"Ibumie","Always Mi Goreng Perisa Asli","Pack","Malaysia",3.75,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1861,"Conimex","Oriental Noodles Groene Curry","Cup","Netherlands",0.5,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
1860,"Nissin","Cupo Noodle Pasta Style Vongole","Cup","Japan",2.75,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1859,"Mama","Instant Noodles chicken Green Curry Flavour","Pack","Cambodia",5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1858,"Myojo","Wantan Men","Bowl","Japan",5,"N",NA,NA,NA,"Asia",NA,"No","Wonton"
1857,"IbuRamen","Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor","Tray","United States",3.25,"N",NA,NA,NA,"North America",NA,"No","Mi"
1856,"Indomie","Instant Cup Noodles Mi Goreng Fried Noodles","Cup","Indonesia",5,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1855,"Daraz","Negi Man Ramen","Pack","Japan",3,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1854,"Mama","Chinese Kitchen Chinese Style Instant Noodles","Pack","Myanmar",3.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1853,"Bonasia","Instant Noodles Shrimp Flavour","Pack","Hungary",3.5,"N",NA,NA,NA,"Europe","Seafood","No","Noodle"
1852,"Myojo","Udon Japanese Style Precooked Noodles With Soup Hot & Spicy Flavor","Bowl","United States",3.25,"N",NA,NA,NA,"North America",NA,"Yes","Noodle"
1851,"Fujiwara","Snow Crab Flavour Shio Ramen","Pack","Japan",3.5,"N",NA,NA,NA,"Asia","Seafood","No","Ramyeon"
1850,"Nissin","Raoh Ramen Noodle Soup Umami Miso Flavor","Pack","United States",4.5,"N",NA,NA,NA,"North America",NA,"No","Ramyeon"
1849,"Pama","Instant Rice Vermicelli Clear Soup Flavour","Pack","Malaysia",3.5,"N",NA,NA,NA,"Asia",NA,"No","Rice Noodle"
1848,"MyKuali","Penang Red tom Yum Goong Noodle (New Version)","Pack","Malaysia",5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1847,"Conimex","Oriental Noodles Hot & Spicy","Pack","Netherlands",3,"N",NA,NA,NA,"Europe",NA,"Yes","Noodle"
1846,"Nissin","Chow Mein Savory Sauce And Restayrant Quality Noodles Roast Chicken Flavor","Tray","United States",4.5,"N",NA,NA,NA,"North America","Chicken","No","Noodle"
1845,"Mama","Oriental Style Instant Noodles Shrimp Flavour","Pack","Bangladesh",3.25,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
1844,"Seven & I","Gold Sumire Ramen","Bowl","Japan",5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1843,"Forest Noodles","Sunbaked Noodles With Sesame Sauce","Pack","Taiwan",4.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1842,"Forest Noodles","Purple Sweet Potato Noodles With Taiwanese Sauce","Pack","Taiwan",5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1841,"Forest Noodles","Sunbaked Noodles With Spicy Sauce","Pack","Taiwan",4,"N",NA,NA,NA,"Asia",NA,"Yes","Noodle"
1840,"Forest Noodles","Sweet Potato Noodles With Sesame Paste Sauce","Pack","Taiwan",3.25,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1839,"Vit's","Taste Of Malaysia Penang White Curry Ramen","Pack","Malaysia",5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1838,"Vit's","Taste Of Malaysia Penang Asam Laksa Fried Instant Noodle","Pack","Malaysia",4.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1837,"Vit's","Taste Of Malaysia Penang Hokkien Mee Ramen","Pack","Malaysia",5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1836,"Vit's","Taste Of Malaysia Penang White Curry Fried Instant Noodle","Pack","Malaysia",5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1835,"Vit's","Taste Of Malaysia Penang Asam Laksa Ramen","Pack","Malaysia",5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1834,"Vit's","Taste Of Malaysia Penang Hokkien Mee Fried Instant Noodle","Pack","Malaysia",5,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1833,"Vit's","Instant Noodles With Chicken Flavour","Pack","Malaysia",3.75,"N",NA,NA,NA,"Asia","Chicken","No","Noodle"
1832,"Yum Yum","Instant Flat Shaped Noodles Boat Noodles Nam Tok Flavour","Pack","Thailand",3.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1831,"Kuriki","Plum Mayo Ramen","Pack","Japan",4,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1830,"Tseng Noodles","Sichuan Pepper Flavor","Pack","Taiwan",4.75,"N",NA,NA,NA,"Asia",NA,"No",NA
1829,"Tseng Noodles","Hu Sesame Flavor","Pack","Taiwan",5,"N",NA,NA,NA,"Asia",NA,"No",NA
1827,"Nongshim","Zha Wang ((Jjawang) Noodles With Chajang Sauce","Pack","South Korea",5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1826,"Mama","Instant Noodles Stewed Beef Flavour","Pack","Cambodia",3.5,"N",NA,NA,NA,"Asia","Beef","No","Noodle"
1825,"Sichuan Baijia","Broad Noodle Chilli Oil Flavor","Pack","China",4.5,"N",NA,NA,NA,"Asia",NA,"Yes","Noodle"
1824,"Nongshim","Soon Veggie Noodle Soup","Cup","United States",5,"N",NA,NA,NA,"North America",NA,"No","Noodle"
1823,"MyKuali","MeeKuali spicy Fried Noodle","Pack","Malaysia",4,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1822,"Mi Sedaap","Mi Kuah Rasa Baso Spesial","Pack","Indonesia",3.5,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1821,"Myojo","Udon Japanese Style Pre-Cooked Noodles With Soup Beef Flavor","Bowl","United States",3.25,"N",NA,NA,NA,"North America","Beef","No","Noodle"
1820,"Ten-In","Veggie King Buddha Jump Instant Noodles","Bowl","Taiwan",1.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1819,"Yum Yum","Premier Bowl Instant Noodles Suki Flavour","Bowl","Thailand",5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1818,"Sugakiya Foods","Nara Tenri Shoyu Ramen","Bowl","Japan",4.5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1817,"Hao Way","Penang Vegetarian Prawn Instant Bowl Noodles","Bowl","Malaysia",4,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
1816,"Vifon","Asian Style Instant Noodles Artificial Beef Flavor","Bowl","Vietnam",3.25,"N",NA,NA,NA,"Asia","Beef","No","Noodle"
1815,"Nakaya Shouten","Hingya no Shio Ramen","Pack","Japan",4,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1814,"Koh Thai","Island Of Flavours Tom Yum Instant Noodles Soup","Pack","Netherlands",3,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
1813,"Nissin","Soba Fried Noodles Curry","Pack","Germany",4.25,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
1812,"Master Kong","Mushroom Instant Noodle","Bowl","China",4.25,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1811,"Conimex","Oriental Noodles Oosterse Groenten","Pack","Netherlands",3.5,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
1810,"MyKuali","Penang White Curry Noodle (New Version)","Pack","Malaysia",5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1809,"Marutai","Nagahama Hakata Tonkotsu Ramen","Bowl","Japan",4.75,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1808,"Mama","Vegetarian Instant Cup Noodle Tofu & Shiitake Flavour","Cup","Thailand",3.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1807,"Wai Wai","Tom Yum Goong Flavour Instant Noodle","Cup","Thailand",3.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1806,"Cintan","Mi Segera Mmm... Perisa Goreng Ala Indonesia","Pack","Malaysia",3.5,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1805,"Mama","Oriental Style Instant Noodles Tandoori Flavour","Pack","Bangladesh",4,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1804,"Thai Chef","Oriental Style Instant Noodles Shrimp Creamy Tom Yum Flavour","Pack","Hungary",4.75,"N",NA,NA,NA,"Europe","Seafood","No","Noodle"
1803,"Mama","Vegetarian Instant Noodles Tom Yum Flavour","Pack","Thailand",4,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1802,"Nissin","Cup Noodles Ramen Noodles Ramen Noodle Soup Beef Flavor (New Package)","Cup","United States",3.5,"N",NA,NA,NA,"North America","Beef","No","Ramyeon"
1801,"Baijia","Spicy Artificial Fei Chang Instant Vermicelli (New Recipe)","Pack","China",3.75,"N",NA,NA,NA,"Asia",NA,"Yes",NA
1800,"Crystal Noodle","Soup All Natural Hot & Sour","Cup","United States",0.25,"N",NA,NA,NA,"North America",NA,"Yes",NA
1799,"Thai Smile","Spring Onion Rice Noodle Soup Bowl","Bowl","United States",2.5,"N",NA,NA,NA,"North America",NA,"No","Rice Noodle"
1798,"iMee","Instant Noodles Vegetable Flavour","Pack","Netherlands",2.75,"N",NA,NA,NA,"Europe",NA,"No","Noodle"
1797,"Wai Wai","Instant Rice Vermicelli Crab Flavour","Pack","Thailand",3.5,"N",NA,NA,NA,"Asia","Seafood","No","Rice Noodle"
1796,"Fujiwara","Salty Taste Chanko Noodle","Pack","Japan",4.75,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1795,"Azami","Kimchee Flavour Noodle Soup","Pack","Canada",0,"N",NA,NA,NA,"North America",NA,"No","Noodle"
1794,"Vit's","Shallot Chicken Instant Noodles","Pack","Malaysia",3,"N",NA,NA,NA,"Asia","Chicken","No","Noodle"
1793,"Cintan","Mi Segera Mmm... Perisa Asam Laksa","Pack","Malaysia",3.5,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1792,"A1","Soup Spices Noodle Mee Rempahan Sup","Pack","Malaysia",3.5,"N",NA,NA,NA,"Asia",NA,"No","Mi"
1791,"Vit's","Tom Yam Instant Noodles","Pack","Malaysia",4.25,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1790,"Super","Kimchi","Cup","Malaysia",4.5,"N",NA,NA,NA,"Asia",NA,"No",NA
1789,"Cintan","Mi Segera Mmm... Perisa Ayam Cendawan","Pack","Malaysia",3.5,"N",NA,NA,NA,"Asia","Chicken","No","Mi"
1788,"Super","Curry Flavour Noodles","Cup","Malaysia",3,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1787,"Pama","Kua Teaw Segera","Pack","Malaysia",4,"N",NA,NA,NA,"Asia",NA,"No",NA
1786,"Nissin","Chow Mein Premium Savory Sauce And Restaurant Quality Noodles Sriracha Flavor","Tray","United States",4.25,"N",NA,NA,NA,"North America",NA,"No","Noodle"
1785,"Super","Instant Noodles Black Pepper Crab Mi Goreng","Cup","Malaysia",3.5,"N",NA,NA,NA,"Asia","Seafood","No","Mi"
1784,"Torishi","Hakata Tonkotsu Ramen","Pack","Japan",5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1783,"iMee","Instant Noodles Creamy Tom Yum Shrimp Flavour","Pack","Netherlands",4.5,"N",NA,NA,NA,"Europe","Seafood","No","Noodle"
1782,"Western Family","Beef Flavour Instant Noodles","Pack","Canada",0,"N",NA,NA,NA,"North America","Beef","No","Noodle"
1781,"MyKuali","Penang Hokkien Prawn Soup Rice Vermicelli (Bihun)","Bowl","Malaysia",5,"N",NA,NA,NA,"Asia","Seafood","No","Rice Noodle"
1780,"Pulmuone","Non-Fried Noodle Blackbean Sauce Noodle With Squid","Pack","South Korea",4.5,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
1779,"Chering Chang","Instant Non-Fried Noodles Tomato Flavour","Pack","Taiwan",3.25,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1778,"JML","Spicy King Spicy Chicken","Pack","China",5,"N",NA,NA,NA,"Asia","Chicken","Yes",NA
1777,"JML","Supereme Bowl Noodles With Stewed Egg Spicy Flavour","Bowl","China",3.5,"N",NA,NA,NA,"Asia",NA,"Yes","Noodle"
1776,"JML","Spicy King Bowl Noodle Spicy Chicken","Bowl","China",5,"N",NA,NA,NA,"Asia","Chicken","Yes","Noodle"
1775,"JML","Spicy King Bowl Noodle Spicy Beef","Bowl","China",4.25,"N",NA,NA,NA,"Asia","Beef","Yes","Noodle"
1774,"JML","Spicy King Spicy Pork","Pack","China",5,"N",NA,NA,NA,"Asia","Pork","Yes",NA
1773,"JML","Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour","Bowl","China",4,"N",NA,NA,NA,"Asia","Pork","No","Noodle"
1772,"JML","Spicy King Spicy Beef","Pack","China",5,"N",NA,NA,NA,"Asia","Beef","Yes",NA
1771,"JML","Supreme Bowl Noodles With Stewed Egg Braised Beef Flavour","Bowl","China",3.5,"N",NA,NA,NA,"Asia","Beef","No","Noodle"
1770,"JML","Spicy King Bowl Noodle Spicy Pork","Bowl","China",4.5,"N",NA,NA,NA,"Asia","Pork","Yes","Noodle"
1769,"Mamee","Chef Lontong Flavour","Pack","Malaysia",5,"N",NA,NA,NA,"Asia",NA,"No",NA
1768,"New Touch","Negi Miso No Ippin Ramen","Bowl","Japan",5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1767,"Mama","Instant Noodles Shrimp Tom Yum Flavour","Pack","Cambodia",4,"N",NA,NA,NA,"Asia","Seafood","No","Noodle"
1766,"Paldo","Bulnak Boeummyun King Noodle","Bowl","South Korea",3.5,"N",NA,NA,NA,"Asia",NA,"No","Noodle"
1765,"Nissin","Cup Noodles Ramen Noodles With Shrimp (New Package)","Cup","United States",3.5,"N",NA,NA,NA,"North America","Seafood","No","Ramyeon"
1764,"Pirkka","Nuudeli Tom Yum Katkarapu","Pack","Finland",3.75,"N",NA,NA,NA,"Europe",NA,"No",NA
1763,"Ishimaru","Tuna Flavor Ramen","Pack","Japan",4.5,"N",NA,NA,NA,"Asia",NA,"No","Ramyeon"
1762,"Mom's Dry Noodle","Sesame & Pepper","Pack","Taiwan",4,"N",NA,NA,NA,"Asia",NA,"No",NA
1761,"Authentically Asian","Natural Quality Foods Pad Thai Noodle Bowl","Bowl","United States",1,"N",NA,NA,NA,"North America",NA,"No","Noodle"
1760,"New Touch","Homestyle Tonjiru","Bowl","Japan",4.5,"N",NA,NA,NA,"Asia",NA,"No",NA
